City,Location_Name,Description
Los Angeles,"Angel Stadium in Anaheim, California","Angel Stadium is located at 2000 E Gene Autry Way, in Anaheim, California. Angel Stadium was originally called Anaheim Stadium until 1997, and later Edison International Field of Anaheim until 2003.  The ballpark is a modern style stadium and home of Major League Baseball team the Los Angeles Angels, and previously the Los Angeles Rams football team. The stadium is often referred to by its unofficial name, The Big A.Construction on the park began and ground was broken on August 31st, 1964, the stadium was officially opened to the public on April 16th, 1966. The stadium is owned by the City of Anaheim and operated by Angels Baseball LP. The cost of building the stadium was originally $24 million and the park underwent extensive renovations at a cost of $118 million, between 1997 and 1999.The stadium was built on a 160 acre parcel of land and has been the home of the Angels since their move from Los Angeles, California. Angel Stadium was built on a portion of land that had once been used for agricultural purposes in the southeast portion of Anaheim. The overall dimensions of the stadium came from a scientific study done by the Angels. The team attempted to formulate dimensions that would balance the weather conditions between the pitcher and hitter.Angel Stadium was designed by the HOK Sport architectural firm and renovations were done by Disney Imagineering. The stadium has a total seating capacity of 45,050 people and has a grass playing surface. The dimensions of the field are as follows; left field 330 feet, left-center field 387 feet, center field 400 feet, right-center 370 feet, right-center (shallow) 365 feet, right-field 330 feet and the backstop is 60.5 feet. Tenants of the stadium in the past have been California Surf, the Freedom Bowl, the Los Angeles Rams, the Southern California Sun and currently the Los Angeles Angels of Anaheim.The stadium underwent major renovations during the winter of 1997. Renovations included the addition of outfield bleacher pavilions, a video display board and an out-of-town scoreboard below right field seating. The multicolored seats were removed and replaced with green seats and the exterior of the stadium was also renovated. Concrete structures and ramps were painted green and sandstone, and much of the old fazade was torn down to give the structure a more open feeling. The most notable addition of the renovations was the ""California Spectacular,'' which features gushing geysers, a steam cascade, real trees and a surrounding plaza.Angel Stadium has hosted many prestigious sporting events such as the All-Star Games, World Series playoffs and several games of the World Baseball Classic. The stadium has also been the site for the major motion films The Naked Gun and Angels in the Outfield. Visiting Angel Stadium is a great way to enjoy family fun, view statues and displays of notable baseball figures of the past or enjoy a baseball game with family or friends."
Los Angeles,Quirky Venice Beach Shows Colorful Side of Southern California,"Palm Trees at Venice Beach, Southern CaliforniaRecently featured in the book FunkyTowns USA by Mark Cramer, Venice Beach is one of Southern California's most unique oceanfront towns. Situated in western Los Angeles, this sunny stretch of sand has been a resort since 1905, when tobacco millionaire Abbot Kinney strived to make the area ""The Coney Island of the Pacific.''Co-owner of the existing Ocean Park Casino and Resort, Kinney envisioned the area south of the casino as a ""Venice of America'', complete with canals and gondolas, plenty of amusement rides, and hotels and other buildings constructed in grand Venetian style. After winning the land in a coin toss with his partners, Kinney hired workers to begin construction on the 70-foot-wide, .5 mile long Grand Canal, smaller canals, and one of the largest amusement piers in the world, measuring 900 feet long and 30 feet wide. The Los Angeles Pacific Trolley Line was to bring visitors to the area and, after a few setbacks, the newly-christened Venice Beach opened to guests on July 4, 1905.During the next few years, Kinney added a number of new attractions including a roller skating rink, a dance hall, and a heated indoor saltwater ""plunge.'' In 1909, the Venice Aquarium opened and eventually would become the marine biology station for the nearby University of Southern California. Scenic railroads, carousels, Ferris wheels, and other rides also appeared on Kinney's Pier and soon Venice Beach's popularity warranted the building of another pier - Fraser's Million Dollar Pier - which later burnt down but was rebuilt.The beach resort continued to thrive despite Prohibition and Abbot Kinney's death in 1920. The town of Venice was annexed to Los Angeles in 1930 and for a short time became a boom town when oil was discovered there that same year. At the site, 148 wells were built, producing 40,000 gallons of oil each day.Times were lean during the Depression, with beach outings dwindling to almost nothing. But the onset of World War II in 1941 saw Venice Beach assume a different role as a daytime entertainment destination for soldiers and sailors on weekend leave from nearby military bases and shipyards. In 1946, however, the lease expired on Kinney's Pier and the city of Los Angeles chose to tear it down. Ocean Park Pier, however, remained open until 1967.The 60s ushered in a decade of decay for Venice Beach. By the late part of the decade, it had become a haven for those associated with the Beat movement and later was popular with Southern California's hippies. Bands like The Doors were the epitome of Venice culture and performed often for excited crowds. Pot parties on the canals were common. However, though life in Venice during that time wasn't always peaceful, the counterculture brought a uniqueness to this beach area that still exists today.In the 1970s, the city of Los Angeles began to take steps to reinvigorate the oceanfront area, adding an oceanfront walk and an 18-mile-long bicycle path. When the inline skate was introduced in the late 70s, the wide bicycle path became popular with skaters and remains so today. That same decade brought artists, street vendors, body builders, and street entertainers to the area, and this colorful seaside destination began attracting more than locals, with new visitors providing a financial boost to the area.Today, street performers are everywhere, entertaining crowds with everything from singing and dancing to juggling and telling jokes. Artists of all genres are part of Venice Beach's world-famous Art Walk, which features galleries, art studios, and easels set up along the ocean walk. A few of the original canals still exist and are now lined with multi-million dollar upscale homes that are among the most beautiful in Los Angeles County."
Los Angeles,Beverly Wilshire Beverly Hills - Los Angeles - Luxury Epitomized,"In an area renowned for its high end living, the Beverly Wilshire Hotel, located on the southern end of Rodeo Drive, represents the crown jewel of Beverly Hills. Completed in 1928, the former Beverly Wilshire Apartment Hotel has become a luxurious home away from home for celebrities and non-celebrities alike. Famous for more than just its locale, the Beverly Wilshire has played host to everyone from the Dalai Lama and Elvis Presley, to several U.S. Presidents and yes, even a ""pretty woman"" or two.The Beverly Wilshire Hotel is actually situated on the former site of the Beverly Auto Speedway, which was a popular gathering place to watch Ford Model T's race across Beverly Hills during the Roaring Twenties. Before the arrival of the hotel, there was little to attract people's attention in the direction of Beverly Hills, especially with Hollywood being so close. For the most part, the area consisted of dirt roads and bean fields.The hotel's arrival, along with a migration of movie stars, changed the face of Beverly Hills forever. Today, Beverly Hills would seem incomplete without the Beverly Wilshire Hotel, which offers its guests an incomparable level of luxury. Among the hotels amenities and services are a spa and fitness center, an Olympic-sized pool, award-winning dining, and several programs and services designed specifically for children. At one point, championship tennis courts were built and headed by Pancho Gonzalez, a tennis pro considered by many to have been the best tennis player of his or any generation.Despite the fact that the hotel has changed hands several times, including 1940, 1958, 1961, 1985, and 1992, its goal of maintaining its status never has. Since its opening in 1928, more than $135 million have been spent on upgrades, renovations, and maintenance. In all, the Beverly Wilshire Hotel consists of two wings, the Beverly Wing and the Wilshire Wing, both of which are connected by a domed carriage porch. The Wilshire Wing alone cost a reported $4 million to construct, and contains Corinthian columns, Tuscany stone, mosaic skylights, and rooftop gardens. There are 395 deluxe rooms in the hotel, 120 of which are pool-side suites.Of course, the hotel's Wilshire Wing also features a very famous 4,000 square foot, $5000 a night Presidential Suite that was occupied by Julia Roberts' character in the movie Pretty Woman. If that is not enough the hotel's Beverly Wing is home to a 5,000 square foot Penthouse Suite that will run guests about $7,500 a night, and contains a wrap-around balcony, an Italian marble bathtub, glass chandeliers, and Roman columns throughout.Like many of the people who live in Beverly Hills, the Beverly Wilshire Hotel continues to defy its age. Today, the hotel remains as popular as ever, attracting royalty from Hollywood and from around the world. With its location so close to the famous Rodeo Drive shops and eateries, the Beverly Wilshire is truly a place to see and be seen. There is no need to be a star to come out of the hotel feeling like one."
Los Angeles,"Bradbury Building - Los Angeles, California - Downtown LA Landmark and Movie Site","One of downtown Los Angeles's enduring landmarks is the Bradbury Building, a unique, five-story piece of architecture on the corner of Broadway and Third that was built in 1893. Although it is often alluded to as representative of 19th century Art Nouveau style, the building's design is perhaps better described as ""Eclectic Victorian Pre-Modern.''Commissioned by local property millionaire and mining tycoon Lewis Bradbury in 1889, the Bradbury Building is the creation of George H. Wyman, a draftsman with no formal architectural or engineering training. Wyman's unusual design was accepted when local architect Sumner Hunt failed to create a plan matching the millionaire's vision for a spectacular office block.Completion of the project required four years of construction and an investment of $500,000. Unfortunately, Bradbury passed away a few months before his building's grand opening and never had the opportunity to witness the iconic role it would play in the architectural heritage of downtown Los Angeles.What is particularly fascinating about the Bradbury Building is the contrast between its exterior and interior facades. From the outside, it is a rather heavy, common-looking, brick and sandstone commercial office structure with inset storefronts, paired rectangular windows on the upper floors, and arched brownstone Romanesque entryways. Inside, however, it is a very different world - an enriched and leisurely space that is isolated from the hustle of the surrounding streets.The building's airy courtyard is a ""cobweb of cast iron'' featuring delicate ornamentation and topped with a glass roof. When flooded with natural light, the glazed brick walls of the inner court sparkle with an unearthly quality. Art Nouveau iron work was used exclusively for the marble stairways, open hydraulic elevator cages, and balcony rails. Architecturally, the exposed iron, glass and glazing components are a lineal descendant of Labrouste's Bibliotheque Nationale of 1858 and Eiffel's Bon Marche department store of 1876. In the early 1990s, the building underwent complete restoration as part of the Yellin Company's Grand Central Square project.Not surprisingly, numerous Hollywood directors have chosen the Bradbury Building as a location for shooting their movies. It is perhaps most famous for its appearance in Ridley Scott's 1982 science fiction movie ""Blade Runner'' as the fictional home of genetic designer J.F. Sebastian. The structure also appeared in Orson Welles' 1941 film classic ""Citizen Kane'' and has more recently been used in such Hollywood productions as Chinatown, Double Indemnity, and Lethal Weapon 4.Today, the Bradbury Building stands as the oldest commercial building remaining in the central city. In 1971, it was officially listed on National Register of Historic Places. It has been designated by the city as Los Angeles Historic-Cultural Monument #6. And in 1997 and 1998, the Building Owners and Managers Association presented the building's custodians with the BOMA Award for Excellence in Management.The Bradbury Building is located at 304 South Broadway, Los Angeles, California 90013-1224. It is roughly 18 miles, or about 25 minutes, from Los Angeles International Airport. To get there, take the I-105 Freeway East toward Norwalk. After 6.5 miles, merge onto the I-110 Freeway North to the Fourth Street Exit 22B. From the ramp, exit left onto Fourth Street at Exit 23B. Turn left onto Broadway and the Bradbury Building can be seen directly ahead at the corner of Third Street."
Los Angeles,"Cabrillo Marine Aquarium in San Pedro, California","The Cabrillo Marine Aquarium is an aquarium that focuses on the marine life of Southern California. Located in San Pedro, a suburb of Los Angeles, the facility is operated by the City of Los Angeles Department of Parks and Recreation. Aquarium visiting hours are Tuesday through Friday from 12:00 pm until 5:00 pm, and Saturday and Sunday from 10:00 am until 5:00 pm. The aquarium is closed on Mondays, Thanksgiving and Christmas Day.While the rocky shore is a difficult place to live, some of the largest and most diverse marine animals and plant-life can be found here. At the ""touch tank'' exhibit, guests are invited to touch a wide variety of rocky shore marine life such as a sea urchin or sea hare. A ""touch tank'' expert is on hand to answer questions and teach visitors the names and special traits of the animals displayed. In the camouflage tank, in aquariums 15 and 16, guests are welcome to try and located octopus and moray eels, which have adapted to match their surroundings.The Open Ocean Exhibit is home to jellyfish, light-producing animals and other bizarre and beautiful organisms. At the Aquatic Nursery, guests are invited to see what is growing inside the husbandry lab. The Fish Diversity Tank showcases fish of various shapes, sizes and colors, as well as sharks. The Channel Islands are a veritable breeding ground for seabirds, seals and sea lions, in this portion of the exhibit, feeding and nesting habitats are highlighted. The last are to be explored in the Open Ocean area are whales and dolphin skeletons, complete with informative displays, video and recordings of whale sounds.The aquarium has a tank devoted entirely to beaches and mudflats. Here guests are invited to view fish, crabs, clams, sand dollars and sand stars. Right outside the exhibits guests are welcome to stroll along the Cabrillo Coastal Park extension and swim and picnic on the beach area. During the week, Sea Rangers are available to take guests to the ""Salinas de San Pedro'' mudflat habitat.Throughout the year, Cabrillo Marine Aquarium hosts several annual events centered on education and environmental appreciation.  Such exhibits include the Grunion Program, Open House for Educators, a Coastal Cleanup and Saltmarsh Open House, an Autumn Sea Fair, Sea Scare, Chinese New Year, a Whale Fiesta, an Earth Day Fair and Shark Week. The events are held to help educate people about the various marine life and preservation efforts undertaken for their protection.  Guests will enjoy participating in informative tours, fun-filled activities and learning all about the facility.A visit to Cabrillo Marine Aquarium is designed to engage visitors in education through interesting displays and exhibits, and strives to promote knowledge and appreciation about marine life. The aquarium charges no fee for admission, however donations are welcomed. With more than 70 years of devotion to aquatic research and preservation, a visit to the aquarium is the best way to learn all about the interesting world of marine animals."
Los Angeles,"California Science Center - Los Angeles, CA - Where Science and Fun Collide","Situated on the site of the former State Exposition Building that was erected in 1921, the California Science Center, whose doors opened in 1998, has become the pride of Los Angeles' Exposition Park, which had long been the home of the California Museum of Science and Industry.The California Science Center opened in 1998 after ten years of planning and development. The site, which is only one-third of the way completed in accordance with its master plan, currently features two permanent exhibition spaces, as well as two additional galleries dedicated to temporary and traveling exhibitions. The two permanent exhibition spaces, appropriately titled World of Life and Creative World, are dedicated to biological life processes and invention and innovation respectively.The World of Life space currently focuses on five biological processes, including reproduction and the function of the immune system. In its space, visitors can explore hundreds of hands-on exhibits, conduct research in the exhibit's computer lab, and dissect a pig heart. Visitors can even visit the Bodyworks Theater, where they can listen to a lecture on homeostasis presented by Tess, a 50-foot robotic woman.In the Creative World, exhibit, which again is dedicated to invention and innovation, visitors can experience a simulated earthquake, participate in virtual reality games using green screen technology, send messages to friends using whisper dishes, and even make their own polymer by visiting one of the exhibit's hands-on material science stations.Besides the two permanent exhibits, the complex that currently makes up the California Science Center space also features movie theater with the largest IMAX screen in Los Angeles, souvenir shop known as the Explorastore, and a huge sculpture in the center's Science Plaza created by Larry Kirkland designed to represent a molecule of DNA. Within the center itself is also a high-wire bicycle that visitors can ride on while looking down on the rest of the masses. The California Science Center also recently opened the doors of its very own school, constructed in partnership with the Los Angeles Unified School District, Amgen, the Annenberg Foundation, and the University of Southern California.In its temporary galleries, the California Science Center has featured a variety of fun and informative exhibits, including some dedicated to everything from the science behind magic, the dangers of drug abuse, and the wonders of kinetic motion, to exhibits dedicated to Hollywood movie-making, forensic sciences, and even the very popular Body Worlds exhibition, which features actual preserved humans designed to teach visitors about the various parts of the human body, from muscles to bones.Despite its current size, the California Science Center continues to grow. The center is currently in the beginning stages of its second phase of construction and expansion. Eventually, the center will feature another permanent exhibit dedicated to ecology, an on-site aquarium, live plant and animal exhibits including a walk-through kelp forest, and expanded office and gallery spaces. When the third phase is completed, the California Science Center will eventually be the largest science center in the western United States."
Los Angeles,"Carole and Barry Kaye Museum of Miniatures - Los Angeles, California Museum Now Closed","Opened originally in August 1992 as the Petite Elite Miniature Museum and rededicated in June 1994 at a new location on bustling Wilshire Boulevard, the Carole and Barry Kaye Museum of Miniatures delighted visitors for nearly two decades. In its day, it was ""the premier miniature museum on the West Coast'' and, perhaps, in the world.Housed there were collections of exquisitely detailed miniatures representing all walks of life - a small mountain with a scale model train, a military room for replicas of soldiers from different war eras, the Kupjack 1950s diner and malt shop, and so much more. On display at one time was a recreation of the Doges Palace. One exhibit featured the six wives of Henry VIII created by renowned artist George Stuart. There was a miniature version of the Hollywood Bowl, too.All in all, hundreds of exhibits were featured over the years, many done in 1? scale with intricate detail and crafting accuracy. One of the Lilliputian works featured monogrammed flatware less than half an inch long. There were ornate tea sets that could fit on top of a dime. Toothpick artist Wayne Kusy's 10-foot-long replica of the Titanic was part of the collection, as was the Greene and Greene Craftsman Bungalow and the Golden Train from Copenhagen with its little cargo of rubies and emeralds by dollhouse specialists Pat and Noel Thomas.Curator Carole Kay developed the museum and its retail shop along with her husband Barry, a real estate planner, as a natural offshoot of her interest in miniature art. After building a dollhouse for her grandson in 1990, she gradually grew her hobby into a business, commissioning dollhouses by several artists. Prior to the museum's opening, Kaye told the Los Angeles Times, ""I got carried away. It became an obsession. We just kept collecting (miniatures).''The museum expanded into its 14,000-square-foot space at 5900 Wilshire Boulevard after outgrowing the initial 3,800-square-foot property it occupied in Century City next to Barry Kaye's office. Before that, the Kayes' home housed the dollhouses and miniatures to overflowing. Although they owned most of the pieces displayed, others were exhibited on loan.Today, however, the Carole and Barry Kay Museum of Miniatures and its retail shop are now closed. What remained of the permanent collection was donated in 2009 to the Naples Museum of Art at the Philharmonic Center for the Arts, 5833 Pelican Bay Boulevard, Naples, Florida 34108-2740."
Los Angeles,"Chinatown - Los Angeles, California - L.A.'s Hub for Chinese Culture and Food","The first Chinese settlement in Los Angeles appeared in 1852, near what is now Union Station. Some 86 years later, the ""Old Chinatown'' community resettled a few streets over, dedicating its Central Plaza on June 25, 1938. Thus did this area become America's very first modern Chinatown, owned, planned and developed exclusively by some 3,000 residents of Chinese descent.This ""New Chinatown'' consisted of restaurants, curio shops, a bean cake factory, a grocery store, a Chinese deli, an herbalist and a number of offices. The Hong buildings on Gin Ling Way were completed in 1939, along with the district's famed East Gate landmark on Broadway, also constructed by Y.C. Hong in memory of his mother.Other architectural elements and embellishments soon followed, including the Forbidden Palace and the artistic rendering known as the Seven Star Sacred Caverns with its wishing pool and willow tree. In 1941, the five tier tower of the Hop Louie-Jade Pagoda (Golden Pagoda) was added.Since January 26, 1939, the Chinese New Year has been ushered in here annually with great celebration, including fire works, lion dances, bright costumes and pageantry. The initial lighting ceremony of the East Gate took place on its first anniversary in June 1939 and was reprised in 1985, when the gate was ceremoniously refit as part of a major rehabilitation and beautification effort.Today, a walk through Chinatown is a must on every L.A. visitor's agenda. Starting from the Central Plaza at 947 North Broadway, it is easy to spend an entire day just exploring the area's quaint walkways and tiny shops.Heading south along North Broadway, you will pass curio shops and jewelry stores, beautiful tile murals and the Phoenix Bakery, Chinatown's oldest and largest bakery, which has a citywide reputation for delicious strawberry whipped cream cakes. You will want to do some window shopping at the bazaars of Saigon Plaza and Dynasty Center, where stalls are owned by ethnic Chinese immigrants from Vietnam, Cambodia, and Laos. Bargains to be found here include clothing, toys, and sundries of all kinds, as well as gold and jade jewelry items.Cathay Bank, the first Chinese American-owned bank in Chinatown, can be found at the corner of Alpine and Broadway. Nearby is the Far East Plaza, considered to be America's first modern ethnic shopping mall. It houses restaurants serving regional cuisine as well as the Wing Hop Fung Ginseng and China Products Center, the largest outlet of its kind in Los Angeles. Shop here for herbs, teas, chinaware, arts, crafts and garments. It also contains an Oriental pharmacy and an acupuncturist.Other sites to see along the way through Chinatown include the Taoist Temple filled with smoky incense, the original Chinese United Methodist Church, and the Pacific Alliance Medical Center dating back to 1868. West Plaza, which was built in the late 1940s, houses residences as well as businesses. It is home to the local avant-garde art community, whose galleries are mixed among the curio shops. And for a bit of history, take a peek inside the headquarters of the Chinese Historical Society of Southern California on Bernard Street, with its artifacts and photos recounting the history of the Chinese in Southern California.Chinatown is located on the Metro Gold Line at 901 North Spring Street, Los Angeles, California 90012-1862. The Chinatown Central Plaza is bordered by Hill Street and Broadway between College Street and Bamboo Lane. To get there by car from the Westside of L.A., take the 10 Freeway east to the 110 Freeway north, and then exit at Hill Street. Signs directing traffic to Chinatown are clearly posted. A number of open air lots and enclosed garage structures can be found in the vicinity, with day rates ranging from $3 to $8."
Los Angeles,"Grauman's Chinese Theater in Los Angeles, California: A Film Landmark Not To Be Missed","The most famous theatre in the world, Grauman's Chinese Theatre. Hollywood, CaliforniaA visit to Grauman`s Chinese Theater in Los Angeles is a great visit for tourists or as part of a family outing for L.A. and Southern California residents. While young children may not remember some of the old stars, they will still enjoy placing their hands and feet in their prints along the sidewalk. Children of all ages are also awed by the extravagant adornments of the theater that were imported from China by Sid Grauman in order to build this Hollywood landmark.One cannot help but be struck on approaching this building at 6925 Hollywood Boulevard. The structure stands ninety feet tall at the entrance, with two red pillars topped in iron masks supporting the outstretched bronze roof. A huge dragon image towers above the entry, set back between the columns and two giant stone dogs sit faithfully at the foot of each one.The Chinese Theater in Los Angeles first opened on May 18, 1927. The gala opening night is said to have provoked rioting in the street as spectators pushed and shoved one another to get a glimpse of the star-studded Hollywood icons of the time. The King of Kings by epic filmmaker Cecil B. DeMille was the first film to open at the theater, which to date continues to be one of the most sought after opening venues for motion pictures.Sid Grauman had built several other lavish theaters, but this was his dream theater. Born in Indianapolis, Indiana, Grauman had moved west in the ""Klondike gold rush''. He owned several theaters in Alaska and the northwest prior to settling down in Southern California. The Chinese Theater in Los Angeles literally became his landmark contribution to U.S. popular culture. The theater, which took 18 months and two million dollars to build, (quite a sum at that time), was actually owned in partnership between Grauman, Howard Schenck and early picture stars Mary Pickford and Douglas Fairbanks. Grauman sold his share in 1929 but stayed on as the Director of the building until his death in 1950.While the Oscar is a coveted trade prize for film actors, no award does as much to provide immortal fame to Hollywood stars nor continues to be as sought after as the opportunity to leave their marks in the cement sidewalk in the vicinity of Grauman`s Chinese Theater.Visitors can find numerous restaurants in the nearby vicinity. But don't expect an easy seat to watch the latest film. The theater continues to host studio film premieres and to attract tourists and ""star gazers'' from around the worldIn 1968, the building was registered as a historic, cultural landmark and since that time there has been ongoing restoration to maintain this Hollywood architectural icon. The famed hand and footprints associated with the theater now stretch for blocks and often attract hundreds of people so allow time for a leisurely stroll when visiting."
Los Angeles,Dodger Stadium - Los Angeles - Home of the Boys of Summer,"If Southern California is known as Dodgertown, than Dodger Stadium is its capital building. For forty-seven years, Dodger Stadium, situated in an area of Los Angeles known as Chavez Ravine, has been a home of the Los Angeles Dodgers baseball team. The Dodgers played their first game at Dodger Stadium in 1962, after playing their games in the nearby Los Angeles Memorial Coliseum.Records kept by team officials indicate that more than 125 million fans have visited Dodger Stadium since 1962. The stadium, as plain as it is beautiful, is surrounded by downtown Los Angeles, the San Gabriel Mountains, and the local Elysian Hills. The stadium has seats for 56,000 spectators, and parking for 16,000 automobiles. A grounds crew and a staff of gardeners help keep the field and surrounding landscape in order. Year after year, Dodger Stadium is voted among the top of the most beautiful stadiums in all of the major leagues.In its forty-seven year history, Dodger Stadium has hosted eight World Series, and has seen the Dodgers win four of those championships. The stadium has also been the site of the 1980 Major League All-Star Game, the 1984 Olympic baseball competition, and the Baseball Association World All-Star Game in 1991. In 2009, Dodger Stadium will also play host to the finals of the World Baseball Classic.Besides sporting events, Dodger Stadium has also played host to several non-sporting events. In 1987, Pope John Paul II held Mass at Dodger Stadium. Performances from KISS, The Beatles, Elton John, U2, Michael Jackson, and Bruce Springsteen have all taken place at Dodger Stadium in front of sell-out crowds. In 1994, The Three Tenors Jose Carreras, Luciano Pavarotti, and Placido Domingo held a reunion concert at Dodger Stadium.In an era of larger and fancier ballparks, Dodger Stadium's simplicity have made it a favorite place for fans and players. A tribute to its popularity is the fact that in 1978, Dodger Stadium became the first stadium to draw over 3 million visitors. The Dodgers also set the all-time attendance mark for a single season in 1982 when they drew more than 3.6 million fans. That mark has since been broken, but Dodger Stadium can still boast of having nine of the twenty-five highest single-season attendance marks.Recent years have seen the stadium undergo several improvements, upgrades, and renovations. New field level seats, expanded dugouts, and Club Level suites were added in 2000. Three years later, the stadium was given a new scoreboard and a new video board. In 2006, every seat in the stadium was replaced, thus returning the stadium to its original pastel color scheme. Field Level concession stands, restrooms, and private ""clubs"" were added for the 2008 season, and several new vendors were added to the stadium's current list including Canter's Deli, Ruby's Diner, and Camacho's Cantina.In order to help maintain the stadium's status as one of the best in all of baseball, Dodger ownership has announced an improvement and maintenance plan known as The Next 50. The Next 50 plan will eventually include a tree-lined entrance to the stadium, a promenade of shops, restaurants, and a Dodger museum, a natural perimeter to surround the stadium to be known as The Green Necklace, and an upgraded and improved Top Of The Park plaza."
Los Angeles,"Ylan Hotel Modern - Los Angeles, California - Boutique Hotel in West Hollywood","Located at the crossroads of Beverly Hills and West Hollywood, the Ylan Hotel Modern offers fashionable boutique accommodations in one of hottest areas of the Los Angeles scene. This is where the worlds of entertainment and design intersect and the activities of business and leisure combine.Special attention has been paid to the integration of eco-friendly materials with the Ylan Hotel's modern look. For example, in the lobby lounge the bamboo flooring and cushioned rattan chairs and sofas fit right in with the building's rich mocha exterior and warm interior hues. As a member of the California Green Lodging Association, the hotel also engages in best practices for energy conservation and environmental sustainability.Each of the hotel's 49 hotel rooms features a stylish European dycor and an earth-tone color palette. Executive King rooms and Executive Double Doubles have been created with the needs of busy guests in mind, while Junior Suites have been redesigned to provide a spacious and comfortable sitting and work environment.All guestrooms come with flat-screen HD-LCD televisions, an iPod docking station with AM/FM clock radio, an in-room safe that can fit a small laptop computer, and complimentary wireless Internet access. There is an honor bar refrigerator containing a wide selection of snacks and beverages, a coffee maker with Wolfgang Puck gourmet coffees, and a goose down comforter and pillows on each bed.Other standard room amenities include an iron and ironing board, personal robes and slippers, a full-length mirror and lighted make-up mirror, luxurious cotton bath sheets and towels, a salon-style hair dryer, and eco-Friendly skin and bath care products. All rooms are non-smoking and handicapped accessible.Each morning, guests are welcome to enjoy a complimentary expanded continental breakfast. In the evening, the hotel invites guests to mingle at a wine reception. Other guest services include a 24-hour front desk, room service till 1am, express check-out, and a laundry/dry cleaning service. There are also computer workstations available for guest use in the lobby, upon request.For those guests traveling on business, the Ylan Hotel can provide access to a conference room with a white board and a computer-compatible 42"" flat-screen HD-LCD TV. Copying, printing, desktop publishing, and mailing services are offered at the adjacent FedEx Office Center, and complimentary wireless Internet access is available throughout the hotel.Apart from its first-class facilities and accommodations, one reason the Ylan Hotel is a popular choice among visitors is its proximity to the Beverly Center and movie theater just across the street, plus some 70 restaurants within five minutes of the hotel. Cedars-Sinai Medical Center and Farmers Market are less than a mile away. Sunset Strip, Rodeo Drive, Beverly Hills, Melrose Avenue, Universal Studios and CBS Television City are all nearby.The Ylan Hotel Modern is located at 8435 Beverly Blvd, Los Angeles, California 90048. Many package rates include complimentary valet parking in a secure garage. The hotel is a member of the Ylan Loyalty Club, an awards points program offered by Greystone Hotels."
Los Angeles,"Elysian Park - Los Angeles, California - large, old park in southern California","Founded in 1886, Elysian Park is the oldest park in the city of Los Angeles. It is also one of the largest parks in this city, covering around 600 acres. Elysian Park isn't just trees and ponds; it is also home to the Chavez Ravine featuring Dodger Stadium and the Los Angeles Police Academy. Much of the land in the park is comprised of rolling hills.Elysian Park began to be developed and used as a park site as early as 1769, when explores Gaspar de Portola and Father Juan Crespi camped in this area. At this time, the Yang-Na Native Americans lived in this area. When the Pueblo of Los Angeles was established in 1781, around 17,000 acres were given as a public land grant. Later, in 1849, much of this land was auctioned off, but the Elysian Park area was reserved for public use. At that time, it was called Rock Quarry Hills, but the mayor renamed it and declared it a city park in 1886. Over the decades, this park has been considered for development a number of times, but due to the charter revisions, there's a strong legal base for the park to remain protected. Friends of the park have also taken measures to establish the park's historical significance to the city.The park fully encompasses Chavez Ravine, which is the current site of Dodger Stadium. Ground was broken for this stadium in 1959, and the ballpark officially opened in 1962. This stadium is the third oldest in Major League Baseball, following only Boston's Fenway Park and Chicago's Wrigley Field. The field overlooks downtown Los Angeles and is designed to be earthquake-resistant. It has a capacity of 56,000, and it can hold slightly more fans if they sell standing-room tickets as well.Elysian Park is in a middle-class neighborhood close to downtown Los Angeles. Interstate 110, more commonly known as the Pasadena Freeway, cuts through the park using the Figueroa Street Tunnels. The park is bordered by Echo Park, Chinatown, Cypress Park, and the Elysian Valley. There is some residential development in the western portion of the park, near Echo Park's Elysian Heights quarter.Along with Dodger Stadium, the park also contains the Bishop Canyon picnic area and baseball field, the Buena Vista Meadow picnic area, the Elysian Therapeutic Center, the Solano Canyon community garden, Victory Memorial Grove (a World War I memorial), the Portola Trail historical monument, the Chavez Ravine Arboretum, the Grace E. Simons Lodge, the Johns Memorial, the Monticello De Leo Politti picnic area, Palm Hill, and the Carob Tree Grove picnic area. There's also a maintenance office, but the park is generally understaffed. Elysian Park is unlocked and open to the public daily, and those interested in supporting the park can join the Friends of Elysian Park group. Guests can also call the Elysian Park maintenance supervisor at 213-485-5054 to learn more about the area. The park is open daily from 5:00 AM to 9:00 PM, and special events, like golf tournaments, go on throughout the year."
